data/input_data\fail_0000.png,OK,0.0039593875
data/input_data\fail_0001.png,OK,0.01957047
data/input_data\fail_0002.png,OK,0.0075412393
data/input_data\fail_0003.png,OK,0.0007148087
data/input_data\fail_0004.png,OK,0.003466159
data/input_data\fail_0005.png,FAIL,1.0
data/input_data\fail_0006.png,OK,0.044344068
data/input_data\fail_0007.png,OK,0.05189258
data/input_data\fail_0008.png,OK,0.0047454834
data/input_data\fail_0009.png,OK,0.008669376
data/input_data\fail_0010.png,OK,3.413616e-05
data/input_data\fail_0011.png,OK,0.00023585558
data/input_data\fail_0012.png,FAIL,1.0
data/input_data\fail_0013.png,OK,9.95728e-05
data/input_data\fail_0014.png,OK,0.095920175
data/input_data\fail_0015.png,OK,4.075785e-08
data/input_data\fail_0016.png,OK,0.021864235
data/input_data\fail_0017.png,OK,0.112256855
data/input_data\fail_0018.png,OK,0.112256855
data/input_data\fail_0019.png,FAIL,1.0
data/input_data\fail_0020.png,OK,0.0006156862
data/input_data\fail_0021.png,OK,0.112256855
data/input_data\fail_0022.png,OK,0.02383861
data/input_data\fail_0023.png,FAIL,1.0
data/input_data\fail_0024.png,FAIL,1.0
data/input_data\fail_0025.png,OK,2.4337893e-05
data/input_data\fail_0026.png,OK,0.0002876222
data/input_data\fail_0027.png,OK,0.3186782
data/input_data\fail_0028.png,OK,0.005480677
data/input_data\fail_0029.png,OK,0.006511897
data/input_data\fail_0030.png,OK,0.0011659861
data/input_data\fail_0031.png,OK,0.04167372
data/input_data\fail_0032.png,OK,0.027497172
data/input_data\fail_0033.png,OK,2.373426e-05
data/input_data\fail_0034.png,OK,0.00029578805
data/input_data\fail_0035.png,OK,0.010628581
data/input_data\fail_0036.png,OK,0.0050697327
data/input_data\fail_0037.png,OK,9.0507854e-07
data/input_data\fail_0038.png,OK,0.13563511
data/input_data\fail_0039.png,FAIL,1.0
data/input_data\fail_0040.png,FAIL,0.99999905
data/input_data\fail_0041.png,OK,1.3959658e-06
data/input_data\fail_0042.png,OK,0.010546088
data/input_data\fail_0043.png,OK,0.00085419416
data/input_data\fail_0044.png,OK,0.00048172474
data/input_data\fail_0045.png,FAIL,1.0
data/input_data\fail_0046.png,OK,1.0924549e-06
data/input_data\fail_0047.png,OK,0.035152435
data/input_data\fail_0048.png,OK,0.112256855
data/input_data\fail_0049.png,OK,0.0025161505
data/input_data\fail_0050.png,OK,6.155338e-06
data/input_data\fail_0051.png,OK,3.1843456e-06
data/input_data\fail_0052.png,OK,0.00646621
data/input_data\fail_0053.png,OK,0.0034503043
data/input_data\fail_0054.png,OK,0.00121966
data/input_data\fail_0055.png,OK,0.0001016392
data/input_data\fail_0056.png,OK,0.4032591
data/input_data\fail_0057.png,OK,0.0032826066
data/input_data\fail_0058.png,FAIL,1.0
data/input_data\fail_0059.png,OK,5.6991208e-05
data/input_data\fail_0060.png,FAIL,0.99997497
data/input_data\fail_0061.png,FAIL,0.6556851
data/input_data\fail_0062.png,OK,0.021125495
data/input_data\fail_0063.png,OK,0.112256855
data/input_data\fail_0064.png,OK,0.016902596
data/input_data\fail_0065.png,OK,9.682067e-05
data/input_data\fail_0066.png,OK,3.4870652e-06
data/input_data\fail_0067.png,OK,0.072904915
data/input_data\fail_0068.png,OK,0.006403774
data/input_data\fail_0069.png,OK,4.4703316e-05
data/input_data\fail_0070.png,OK,0.004061371
data/input_data\fail_0071.png,OK,0.019102275
data/input_data\fail_0072.png,OK,0.031256616
data/input_data\fail_0073.png,OK,0.0008008778
data/input_data\fail_0074.png,OK,0.00013059378
data/input_data\fail_0075.png,OK,0.112256855
data/input_data\fail_0076.png,OK,0.045450628
data/input_data\fail_0077.png,OK,0.0015187562
data/input_data\fail_0078.png,OK,0.0037018657
data/input_data\fail_0079.png,OK,0.057367742
data/input_data\fail_0080.png,FAIL,1.0
data/input_data\fail_0081.png,OK,1.5674038e-08
data/input_data\fail_0082.png,OK,0.34036463
data/input_data\fail_0083.png,OK,5.3299203e-07
data/input_data\fail_0084.png,FAIL,1.0
data/input_data\fail_0085.png,OK,0.00036036968
data/input_data\fail_0086.png,OK,5.2755877e-05
data/input_data\fail_0087.png,OK,0.00078368187
data/input_data\fail_0088.png,OK,0.015288591
data/input_data\fail_0089.png,FAIL,1.0
data/input_data\fail_0090.png,OK,0.009372205
data/input_data\fail_0091.png,FAIL,0.99721485
data/input_data\fail_0092.png,OK,0.00074508786
data/input_data\fail_0093.png,OK,0.0004336536
data/input_data\fail_0094.png,OK,2.0841995e-05
data/input_data\fail_0095.png,FAIL,1.0
data/input_data\fail_0096.png,OK,0.016263753
data/input_data\fail_0097.png,OK,0.0585396
data/input_data\fail_0098.png,OK,0.00036233664
data/input_data\fail_0099.png,FAIL,0.9092028
data/input_data\fail_0100.png,OK,0.007622719
data/input_data\fail_0101.png,OK,4.8702134e-07
data/input_data\fail_0102.png,OK,0.110863835
data/input_data\fail_0103.png,OK,0.112256855
data/input_data\fail_0104.png,FAIL,1.0
data/input_data\fail_0105.png,OK,0.007718891
data/input_data\fail_0106.png,OK,9.494839e-06
data/input_data\fail_0107.png,FAIL,1.0
data/input_data\fail_0108.png,OK,0.05657682
data/input_data\fail_0109.png,FAIL,1.0
data/input_data\fail_0110.png,OK,1.073941e-07
data/input_data\fail_0111.png,OK,0.0003568232
data/input_data\fail_0112.png,OK,0.0032419264
data/input_data\fail_0113.png,OK,0.0002529025
data/input_data\fail_0114.png,OK,0.00038903952
data/input_data\fail_0115.png,OK,0.0002515018
data/input_data\fail_0116.png,OK,0.08575627
data/input_data\fail_0117.png,OK,1.4331681e-05
data/input_data\fail_0118.png,OK,0.0051759183
data/input_data\fail_0119.png,OK,7.355559e-12
data/input_data\fail_0120.png,OK,0.112256855
data/input_data\fail_0121.png,OK,0.006446421
data/input_data\fail_0122.png,OK,0.0008492172
data/input_data\fail_0123.png,FAIL,1.0
data/input_data\fail_0124.png,OK,0.0006081164
data/input_data\fail_0125.png,OK,0.0010503829
data/input_data\fail_0126.png,FAIL,1.0
data/input_data\fail_0127.png,OK,4.2536787e-08
data/input_data\fail_0128.png,OK,0.022198975
data/input_data\fail_0129.png,OK,0.0032570064
data/input_data\fail_0130.png,FAIL,1.0
data/input_data\fail_0131.png,OK,0.0023223758
data/input_data\fail_0132.png,OK,0.004838854
data/input_data\fail_0133.png,OK,0.00889793
data/input_data\fail_0134.png,OK,0.030202001
data/input_data\fail_0135.png,FAIL,0.8336288
data/input_data\fail_0136.png,OK,5.3659452e-08
data/input_data\fail_0137.png,FAIL,1.0
data/input_data\fail_0138.png,FAIL,1.0
data/input_data\fail_0139.png,OK,0.114144444
data/input_data\fail_0140.png,OK,0.04361841
data/input_data\fail_0141.png,OK,0.00017774105
data/input_data\fail_0142.png,FAIL,1.0
data/input_data\fail_0143.png,OK,2.9554274e-05
data/input_data\fail_0144.png,OK,0.001519084
data/input_data\fail_0145.png,OK,5.5430017e-05
data/input_data\fail_0146.png,OK,0.012820601
data/input_data\fail_0147.png,OK,0.015599638
data/input_data\fail_0148.png,OK,0.07011032
data/input_data\fail_0149.png,FAIL,0.9847219
data/input_data\fail_0150.png,OK,0.0053023696
data/input_data\fail_0151.png,OK,0.084974706
data/input_data\fail_0152.png,OK,2.0369931e-05
data/input_data\fail_0153.png,OK,7.161345e-05
data/input_data\fail_0154.png,OK,0.014074326
data/input_data\fail_0155.png,OK,0.008498371
data/input_data\fail_0156.png,OK,0.112256855
data/input_data\fail_0157.png,OK,0.00061941147
data/input_data\fail_0158.png,OK,0.024937063
data/input_data\fail_0159.png,OK,0.031009823
data/input_data\fail_0160.png,OK,0.0020234585
data/input_data\fail_0161.png,OK,0.00026342273
data/input_data\fail_0162.png,OK,0.019373357
data/input_data\fail_0163.png,OK,9.07396e-06
data/input_data\fail_0164.png,OK,0.0021728575
data/input_data\fail_0165.png,OK,0.02025491
data/input_data\fail_0166.png,OK,0.040946603
data/input_data\fail_0167.png,OK,1.3627151e-05
data/input_data\fail_0168.png,OK,0.12477398
data/input_data\fail_0169.png,OK,1.5726663e-07
data/input_data\fail_0170.png,FAIL,1.0
data/input_data\fail_0171.png,OK,0.112256855
data/input_data\fail_0172.png,OK,0.00040829182
data/input_data\fail_0173.png,OK,0.00021654367
data/input_data\fail_0174.png,OK,0.0024208128
data/input_data\fail_0175.png,OK,0.0063423216
data/input_data\fail_0176.png,OK,9.616211e-08
data/input_data\fail_0177.png,FAIL,0.9999641
data/input_data\fail_0178.png,OK,0.000154078
data/input_data\fail_0179.png,FAIL,0.9999994
data/input_data\fail_0180.png,OK,0.0060337186
